type,area_sqft,price,beds,bath,city,area
Apartment,2200,50000,3,4,Dhaka,Bashundhara R-A
Apartment,1400,30000,3,4,Chattogram,Khulshi
Apartment,1950,30000,3,4,Dhaka,Bashundhara R-A
Apartment,2000,35000,3,3,Dhaka,Uttara
Apartment,1650,25000,3,4,Dhaka,Bashundhara R-A
Apartment,3400,110000,5,5,Dhaka,Gulshan
Apartment,1600,35000,3,3,Dhaka,Uttara
Apartment,1250,23000,3,3,Dhaka,Bashundhara R-A
Apartment,2150,40000,3,4,Dhaka,Uttara
Apartment,1580,20000,3,3,Chattogram,Chattogram
Apartment,3200,250000,4,4,Dhaka,Gulshan
Apartment,3000,120000,3,3,Dhaka,Gulshan
Apartment,1250,21000,3,3,Dhaka,Bashundhara R-A
Apartment,1800,60000,3,4,Dhaka,Uttara
Apartment,2000,40000,3,3,Dhaka,Bashundhara R-A
Apartment,1750,30000,3,4,Dhaka,Bashundhara R-A
Apartment,1310,28000,3,3,Dhaka,Chowdhuripara
Apartment,2200,60000,3,4,Dhaka,Uttara
Apartment,1700,75000,3,4,Dhaka,Dhaka
Apartment,2750,120000,4,4,Dhaka,Dhaka
Apartment,1400,28000,3,2,Dhaka,Dhaka
Apartment,2500,55000,4,4,Dhaka,Baridhara
Apartment,550,12000,1,1,Dhaka,Mirpur
Apartment,1050,21000,3,2,Dhaka,Mohanagar Housing
Apartment,1350,30000,2,4,Chattogram,South Khulshi
Apartment,3590,200000,4,5,Dhaka,Dhaka
Apartment,2200,110000,4,5,Chattogram,South Khulshi
Apartment,1250,20000,3,3,Dhaka,Bashundhara R-A
Apartment,400,10000,1,1,Dhaka,Dhaka
Apartment,1250,18000,3,3,Dhaka,Dhaka Uddan
Apartment,2400,150000,3,3,Dhaka,Gulshan
Apartment,500,10000,1,1,Dhaka,Mohammadpur
Apartment,1650,85000,3,3,Dhaka,Dhaka
Apartment,1700,30000,4,3,Dhaka,Section 2
Apartment,1600,70000,3,3,Chattogram,Khulshi
Apartment,2300,43000,4,4,Dhaka,Mohanagar Housing
Apartment,1250,21000,3,3,Dhaka,Bashundhara R-A
Duplex,4350,110000,5,6,Dhaka,Uttara
Apartment,3200,100000,4,5,Dhaka,Bashundhara R-A
Apartment,2000,80000,4,5,Chattogram,North Khulshi
Apartment,2000,45000,3,4,Dhaka,Dhaka
Apartment,1200,25000,3,3,Dhaka,Mohammadpur
Apartment,2300,55000,4,4,Dhaka,Bashundhara R-A
Apartment,1800,40000,4,3,Dhaka,Dhaka
Apartment,800,35000,2,2,Dhaka,Dhaka
Apartment,2146,55000,3,4,Dhaka,Uttara
Apartment,1315,26000,3,3,Chattogram,Chattogram
Apartment,1500,35000,3,3,Dhaka,Uttara
Apartment,700,16000,2,2,Dhaka,Dhaka
Apartment,600,14500,2,1,Dhaka,Katashur
Apartment,960,14000,2,2,Dhaka,Turag
Apartment,2200,35000,3,4,Chattogram,Khulshi
Apartment,1500,25000,3,3,Chattogram,South Khulshi
Apartment,1400,16000,3,3,Dhaka,Bochila City Developers Ltd
Apartment,1600,30000,3,4,Chattogram,Chattogram
Apartment,700,15000,2,2,Dhaka,Pallabi
Apartment,4200,250000,4,4,Dhaka,Gulshan
Apartment,2250,90000,3,3,Dhaka,Gulshan
Apartment,1517,15000,3,3,Chattogram,Colonel Hat
Apartment,2300,90000,3,3,Dhaka,Gulshan
Apartment,1250,15000,3,3,Dhaka,Chandrima Model Town
Apartment,2000,35000,3,4,Dhaka,Uttara
Apartment,3200,250000,4,4,Dhaka,Gulshan
Apartment,1200,25000,3,3,Chattogram,Khulshi
Apartment,6300,400000,4,5,Dhaka,Baridhara
Apartment,6300,350000,4,5,Dhaka,Baridhara
Apartment,1407,27000,3,4,Dhaka,Mohammadpur
Apartment,1850,60000,3,4,Dhaka,Dhaka
Apartment,2500,70000,4,5,Dhaka,Badda
Apartment,3000,120000,5,3,Dhaka,Uttara
Apartment,1150,22000,3,2,Dhaka,Mohammadpur
Apartment,900,15500,2,2,Dhaka,Mohammadpur
Apartment,2200,95000,3,4,Dhaka,Gulshan
Apartment,1975,42000,3,4,Dhaka,Uttara
Apartment,1300,25000,3,3,Dhaka,Mirpur
Apartment,1500,40000,3,4,Dhaka,Dhaka
Apartment,960,13000,3,2,Dhaka,Mirpur
Apartment,1400,40000,4,3,Dhaka,Motijheel
Apartment,1450,35000,3,4,Chattogram,Khulshi
Apartment,2000,35000,3,4,Chattogram,Khulshi
Apartment,950,18000,2,2,Dhaka,Kaderabad Housing Society
Apartment,1100,22000,2,2,Dhaka,Motijheel
Apartment,1200,45000,3,3,Dhaka,Uttara
Apartment,1750,25000,3,3,Chattogram,South Khulshi
Apartment,1350,23000,3,3,Chattogram,Khulshi
Apartment,1100,16000,3,3,Dhaka,Mirpur
Apartment,2000,35000,3,3,Chattogram,South Khulshi
Apartment,1600,23000,3,3,Chattogram,South Khulshi
Apartment,2600,100000,3,3,Dhaka,Gulshan
Apartment,750,16000,2,2,Dhaka,Mohammadpur
Apartment,2115,100000,3,3,Chattogram,South Khulshi
Apartment,3600,200000,5,5,Dhaka,Gulshan
Apartment,3150,100000,4,4,Dhaka,Uttara
Apartment,700,15000,2,2,Dhaka,Mohammadpur
Apartment,1350,25000,3,3,Dhaka,Section 11
Apartment,2100,60000,4,4,Dhaka,Sector 13
Apartment,1319,26000,3,4,Dhaka,Bashundhara R-A
Apartment,1676,35000,3,3,Dhaka,Uttara
Apartment,1400,27000,3,3,Dhaka,Maghbazar
Apartment,1825,45000,3,3,Dhaka,Uttara
Apartment,1300,27000,3,3,Dhaka,Dhaka
Apartment,1200,30000,3,3,Dhaka,Dhaka
Apartment,1250,30000,3,2,Dhaka,Dhanmondi
Apartment,2977,200000,3,3,Dhaka,Gulshan
Apartment,2300,75000,3,3,Dhaka,Baridhara
Apartment,1500,40000,4,3,Dhaka,Uttara
Apartment,2300,150000,3,3,Dhaka,Dhaka
Apartment,1500,20000,3,3,Chattogram,East Nasirabad
Apartment,2500,35000,3,4,Dhaka,Bashundhara R-A
Apartment,350,10000,2,1,Dhaka,Mohammadpur
Apartment,2600,70000,3,4,Dhaka,Uttara
Apartment,800,15500,2,2,Dhaka,Dhaka
Apartment,1200,15000,3,3,Dhaka,Dhaka
Apartment,1350,55000,3,3,Dhaka,Uttara
Apartment,1550,40000,3,3,Dhaka,Badda
Apartment,600,11500,2,1,Dhaka,Khilkhet
Apartment,1975,60000,4,4,Dhaka,Mohammadpur
Apartment,1500,21000,3,3,Dhaka,Mohammadpur
Apartment,900,20000,2,2,Dhaka,Mohammadpur
Apartment,1975,60000,4,3,Dhaka,Mohammadpur
Apartment,1350,22000,3,4,Dhaka,Ahmed Nagar
Apartment,1300,21000,3,3,Dhaka,Block E
Apartment,1200,22000,3,3,Dhaka,Mohammadpur
Apartment,450,7300,2,1,Dhaka,Dakshin Khan
Apartment,1100,18000,3,2,Dhaka,Mohammadpur
Apartment,600,12000,1,1,Dhaka,Section 12
Apartment,1800,75000,3,4,Dhaka,Dhaka
Apartment,1190,40000,2,2,Dhaka,Rampura
Apartment,1600,27000,3,3,Dhaka,Bashundhara R-A
Apartment,950,16000,2,2,Dhaka,Dhaka
Apartment,1800,50000,3,4,Dhaka,Dhaka
Apartment,750,16000,2,2,Dhaka,Mirpur
Apartment,3200,150000,4,4,Dhaka,Gulshan
Apartment,2300,50000,4,5,Dhaka,Mirpur DOHS
Apartment,2600,170000,3,4,Dhaka,Baridhara
Apartment,1700,28000,3,4,Chattogram,Chattogram
Apartment,1400,30000,3,3,Dhaka,Uttara
Apartment,950,20000,3,2,Dhaka,Mirpur
Apartment,2230,36000,4,4,Dhaka,Uttara
Apartment,2280,70000,4,4,Dhaka,Bashundhara R-A
Apartment,2197,60000,3,4,Dhaka,Sector 7
Apartment,1600,32000,3,3,Dhaka,Section 2
Apartment,1300,18000,3,3,Chattogram,West Khulshi
Apartment,1393,18000,3,3,Dhaka,Ahmed Nagar
Duplex,1550,35000,3,3,Dhaka,Uttara
Apartment,1200,17000,3,3,Dhaka,Dhaka
Apartment,750,16000,2,2,Dhaka,Section 13
Apartment,1260,25000,3,4,Dhaka,Section 10
Apartment,3200,90000,4,3,Dhaka,Dhaka
Apartment,650,13500,2,2,Dhaka,Section 12
Apartment,400,25000,1,1,Dhaka,Uttara
Apartment,1600,25000,3,3,Dhaka,Uttara
Apartment,900,25000,2,2,Dhaka,Maghbazar
Apartment,2000,35000,3,3,Dhaka,Dhaka
Apartment,800,14000,2,2,Dhaka,Dhaka
Apartment,650,12000,2,2,Dhaka,Mirpur
Apartment,1075,25000,3,3,Dhaka,Malibagh
Building,9000,350000,17,10,Dhaka,Bashundhara R-A
Apartment,1150,20000,3,3,Dhaka,Dhaka
Apartment,1450,27000,3,3,Dhaka,Uttara
Apartment,2300,35000,5,5,Dhaka,Khilkhet
Apartment,2250,50000,3,4,Chattogram,Khulshi
Apartment,1365,20000,3,3,Chattogram,9 No. North Pahartali Ward
Apartment,1250,20000,3,3,Dhaka,Pallabi
Apartment,800,12000,2,2,Dhaka,Dakshin Khan
Apartment,1850,40000,3,3,Dhaka,Bashundhara R-A
Apartment,1400,35000,3,3,Dhaka,Uttara
Apartment,1165,22000,3,3,Dhaka,Bashundhara R-A
Apartment,2500,250000,4,4,Dhaka,Gulshan
Apartment,2000,60000,3,4,Dhaka,Baridhara
Apartment,700,14000,2,2,Dhaka,Section 6
Apartment,2200,50000,3,4,Dhaka,Dhaka
Apartment,1300,25000,3,3,Dhaka,Mirpur
Apartment,1400,22000,3,3,Dhaka,Adabor
Apartment,1700,25000,3,4,Chattogram,Khulshi
Apartment,1100,18000,2,2,Dhaka,Block E
Apartment,1975,34000,3,3,Dhaka,Bashundhara R-A
Apartment,2200,30000,4,3,Dhaka,Banasree
Apartment,1750,60000,2,2,Dhaka,Dhaka
Apartment,1400,22000,3,3,Dhaka,Section 11
Apartment,2200,35000,3,4,Dhaka,Bashundhara R-A
Apartment,1240,25000,3,3,Dhaka,Dhaka
Apartment,2500,90000,3,4,Dhaka,Dhaka
Apartment,600,12000,2,2,Dhaka,Mohammadpur
Apartment,1630,35000,3,3,Dhaka,Uttara
Apartment,1806,35000,3,3,Dhaka,Bashundhara R-A
Apartment,1600,32000,3,3,Dhaka,Uttara
Apartment,3590,180000,4,5,Dhaka,Dhaka
Apartment,1500,50000,3,3,Dhaka,Uttara
Apartment,1360,55000,3,3,Dhaka,Dhaka
Apartment,2170,60000,3,3,Dhaka,Gulshan
Apartment,1600,65000,3,4,Dhaka,Uttara
Apartment,1370,23000,3,3,Dhaka,Adabor
Apartment,500,16000,1,1,Dhaka,Dhaka
Apartment,1200,20000,3,3,Dhaka,Mirpur
Apartment,3200,165000,4,4,Dhaka,Baridhara
Apartment,2560,50000,3,4,Dhaka,Dhaka
Apartment,1250,19000,3,3,Dhaka,Dhaka
Apartment,2400,60000,3,3,Dhaka,Uttara
Apartment,1800,80000,3,3,Dhaka,Dhaka
Apartment,1250,27000,3,3,Dhaka,Section 10
Apartment,1800,60000,3,3,Dhaka,Uttara
Apartment,900,18600,2,2,Dhaka,Uttara
Apartment,1615,32000,3,3,Dhaka,Dhanmondi
Apartment,3350,100000,4,4,Dhaka,Sector 4
Apartment,1375,80000,3,3,Dhaka,Dhaka
Apartment,3500,130000,4,4,Dhaka,Uttara
Duplex,4000,420000,5,6,Dhaka,Dhaka
Apartment,2000,80000,3,3,Dhaka,Dhaka
Apartment,1807,47000,3,4,Dhaka,Dhaka
Apartment,2300,50000,4,4,Dhaka,Bashundhara R-A
Apartment,1500,35000,3,4,Dhaka,Baridhara
Apartment,3000,120000,4,4,Dhaka,Dhaka
Apartment,1288,35000,3,2,Dhaka,Dhaka
Apartment,1472,40000,3,2,Dhaka,Dhaka
Apartment,3000,70000,3,5,Dhaka,Uttara
Apartment,2250,35000,3,3,Dhaka,Bashundhara R-A
Apartment,1050,17000,3,2,Dhaka,Mirpur
Apartment,1500,26000,3,3,Chattogram,South Khulshi
Apartment,1200,18000,3,2,Dhaka,Dakshin Khan
Apartment,1400,30000,3,3,Chattogram,South Khulshi
Apartment,800,13500,2,2,Dhaka,Mohammadpur
Apartment,2595,60000,3,3,Dhaka,Uttara
Apartment,1000,22000,3,2,Dhaka,Bashundhara R-A
Apartment,1800,35000,3,4,Dhaka,Bashundhara R-A
Apartment,2000,120000,3,3,Dhaka,Gulshan
Apartment,700,17000,2,2,Dhaka,Bashundhara R-A
Apartment,2500,70000,3,4,Dhaka,Uttara
Apartment,2153,50000,3,3,Dhaka,Uttara
Apartment,1910,50000,4,3,Dhaka,Bashundhara R-A
Apartment,2960,110000,4,5,Dhaka,Dhaka
Apartment,900,17000,2,2,Dhaka,Adabor
Apartment,750,20000,3,2,Dhaka,Dhaka
Apartment,1450,72000,3,4,Dhaka,Dhaka
Apartment,800,13000,2,2,Dhaka,Dakshin Khan
Apartment,1250,20000,3,3,Dhaka,Banasree
Apartment,600,12000,2,1,Dhaka,Lalbagh
Apartment,950,13000,3,2,Dhaka,Section 11
Apartment,2300,160000,3,3,Dhaka,Dhaka
Apartment,900,16000,3,2,Dhaka,Dhaka
Apartment,650,16000,2,2,Dhaka,Merul Badda
Apartment,720,17000,2,2,Dhaka,Mohammadpur
Duplex,4400,280000,5,5,Dhaka,Gulshan
Apartment,2400,100000,3,3,Dhaka,Gulshan
Apartment,3500,140000,4,4,Dhaka,Gulshan
Apartment,1100,15000,3,2,Chattogram,Chattogram
Apartment,1400,28000,3,3,Chattogram,South Khulshi
Apartment,1600,22000,3,4,Dhaka,Section 3
Apartment,1800,25000,4,4,Dhaka,Section 3
Apartment,2000,35000,4,4,Dhaka,Banasree
Apartment,1280,22000,3,3,Dhaka,Section 11
Apartment,1500,35000,3,3,Dhaka,Bashundhara R-A
Duplex,3400,100000,6,6,Dhaka,Bashundhara R-A
Apartment,1400,35000,3,3,Dhaka,Uttara
Apartment,1300,30000,3,3,Dhaka,Mirpur
Apartment,2350,75000,3,3,Dhaka,Gulshan
Apartment,3000,60000,3,4,Chattogram,North Khulshi
Apartment,1050,9000,2,2,Chattogram,12 No. Sarai Para Ward
Apartment,2000,30000,3,3,Chattogram,South Khulshi
Apartment,800,14000,2,2,Dhaka,Mirpur
Apartment,2200,80000,3,3,Dhaka,Gulshan
Apartment,1250,18000,3,3,Dhaka,Mirpur
Apartment,1100,20000,3,3,Dhaka,Mirpur
Apartment,1100,25000,3,3,Dhaka,Mirpur DOHS
Apartment,1880,35000,3,3,Dhaka,Section 12
Apartment,2100,30000,3,3,Chattogram,Chattogram
Apartment,2400,125000,3,4,Dhaka,Gulshan
Apartment,1300,25000,3,3,Dhaka,Uttara
Apartment,3800,300000,3,4,Dhaka,Gulshan
Apartment,1200,20000,3,3,Dhaka,Mansurabad Housing Society
Apartment,1935,40000,3,4,Dhaka,Uttara
Apartment,2200,70000,3,3,Dhaka,Dhaka
Apartment,3187,80000,3,3,Dhaka,Gulshan
Apartment,1050,16000,3,2,Dhaka,Mirpur
Apartment,1800,80000,4,4,Dhaka,Bashundhara R-A
Apartment,950,25000,2,2,Dhaka,Uttara
Apartment,800,13500,2,2,Dhaka,Sat Masjid Housing
Apartment,1250,30000,3,3,Dhaka,Uttara
Apartment,1520,37000,3,4,Dhaka,Dhaka
Apartment,3200,60000,4,4,Chattogram,North Khulshi
Apartment,4000,140000,5,4,Dhaka,Bashundhara R-A
Apartment,600,12000,2,1,Dhaka,Shekhertek
Apartment,1806,36000,3,4,Dhaka,Bashundhara R-A
Apartment,1400,30000,3,3,Dhaka,Dhaka
Apartment,750,15000,2,2,Dhaka,Dhaka
Apartment,1500,22000,3,3,Dhaka,Dhaka
Apartment,800,14000,2,2,Dhaka,Mirpur
Apartment,920,16500,2,2,Dhaka,Mohammadpur
Apartment,2500,110000,3,4,Dhaka,Dhaka
Apartment,1911,40000,3,4,Dhaka,Bashundhara R-A
Apartment,1100,17000,3,2,Dhaka,Mirpur
Apartment,1200,30000,3,3,Dhaka,Dhanmondi
Apartment,700,9500,2,2,Dhaka,Cantonment
Apartment,3600,100000,4,5,Dhaka,Uttara
Apartment,1250,18000,3,3,Dhaka,Manikdi
Apartment,950,22000,2,2,Dhaka,Dhaka
Apartment,900,16000,2,2,Dhaka,Cantonment
Apartment,1100,20000,3,2,Dhaka,Badda
Apartment,1800,35000,3,3,Chattogram,15 No. Bagmoniram Ward
Apartment,3000,70000,4,4,Dhaka,Uttara
Apartment,1300,21000,3,3,Dhaka,Block E
Apartment,2200,50000,3,3,Dhaka,Dhaka
Apartment,1532,33000,3,3,Dhaka,Dhaka
Apartment,2250,70000,4,4,Dhaka,Dhaka
Apartment,800,14000,2,2,Dhaka,Cantonment
Apartment,1350,22000,3,3,Dhaka,Ahmed Nagar
Apartment,800,13000,2,2,Chattogram,Sugandha Residential Area
Apartment,1395,25000,3,3,Chattogram,15 No. Bagmoniram Ward
Apartment,2450,60000,3,3,Dhaka,Uttara
Apartment,2400,55000,3,3,Dhaka,Bashundhara R-A
Apartment,1200,16000,3,3,Dhaka,Mirpur
Apartment,1330,19000,3,2,Dhaka,Dhaka
Apartment,1000,15000,3,2,Dhaka,Sutrapur
Apartment,1450,30000,3,4,Dhaka,Dhaka
Apartment,2145,80000,2,3,Dhaka,Uttara
Apartment,1150,15000,3,3,Dhaka,Mirpur
Duplex,8000,350000,4,5,Dhaka,Gulshan
Apartment,2000,100000,3,3,Dhaka,Gulshan
Apartment,4500,450000,3,4,Dhaka,Baridhara
Apartment,1750,30000,3,3,Dhaka,Aftab Nagar
Apartment,1700,40000,3,3,Dhaka,Dhaka
Apartment,2000,45000,4,3,Chattogram,South Khulshi
Apartment,1560,30000,3,3,Dhaka,Dhaka
Apartment,1599,60000,3,4,Dhaka,Uttara
Apartment,1793,90000,4,4,Dhaka,Uttara
Apartment,3300,100000,4,4,Dhaka,Baridhara
Apartment,1950,45000,3,4,Dhaka,Uttara
Apartment,1100,20000,3,3,Dhaka,Mirpur
Apartment,1500,35000,3,3,Dhaka,Tejgaon
Apartment,3200,140000,4,4,Dhaka,Gulshan
Apartment,2550,60000,4,5,Chattogram,Khulshi
Apartment,1200,13000,3,2,Chattogram,Bayazid
Apartment,2400,55000,3,3,Dhaka,Bashundhara R-A
Apartment,1500,19000,3,2,Chattogram,Lal Khan Bazaar
Apartment,1665,63000,3,4,Dhaka,Uttara
Building,16100,1000000,21,10,Dhaka,Sector 6
Apartment,1400,35000,3,3,Dhaka,Uttara
Apartment,1800,35000,4,4,Dhaka,Uttara
Apartment,1100,17000,3,2,Dhaka,Mirpur
Apartment,1800,40000,4,4,Dhaka,Dhaka
Apartment,1600,80000,3,3,Chattogram,Muradpur
Apartment,1150,19000,3,3,Dhaka,Section 2
Apartment,1250,20000,3,3,Dhaka,Banasree
Apartment,1600,30000,3,3,Dhaka,Uttara
Apartment,1000,35000,2,2,Dhaka,Dhaka
Apartment,1400,35000,3,3,Dhaka,Uttara
Apartment,1250,22000,3,3,Dhaka,Mohammadpur
Apartment,650,11000,2,2,Dhaka,Khilkhet
Apartment,800,15000,2,2,Dhaka,Mohammadpur
Apartment,1300,45000,3,3,Dhaka,Uttara
Apartment,1960,36000,3,4,Dhaka,Eskaton
Apartment,1550,50000,3,3,Dhaka,Dhaka
Apartment,1495,23000,3,3,Dhaka,Mohammadpur
Apartment,1150,20000,3,3,Dhaka,Dhaka
Apartment,2250,45000,4,5,Dhaka,Mirpur DOHS
Apartment,1050,15000,3,2,Dhaka,Sutrapur
Apartment,1300,25000,3,3,Dhaka,Section 13
Apartment,950,14000,2,2,Dhaka,Mohammadpur
Apartment,2200,120000,3,4,Dhaka,Dhaka
Apartment,500,12000,1,1,Dhaka,Mohammadpur
Apartment,800,16000,2,2,Dhaka,Dhaka
Apartment,1100,16000,3,3,Dhaka,Section 1
Apartment,1250,30000,3,3,Dhaka,Tejgaon
Apartment,750,16000,2,2,Dhaka,Shekhertek
Apartment,2210,80000,3,3,Dhaka,Bashundhara R-A
Apartment,700,20000,2,2,Dhaka,Dhaka
Apartment,800,12000,2,2,Dhaka,Sutrapur
Apartment,2700,90000,4,3,Dhaka,Gulshan
Apartment,2800,80000,3,3,Dhaka,Gulshan
Apartment,1550,22000,3,3,Dhaka,Dhaka
Apartment,2780,160000,4,4,Dhaka,Gulshan
Apartment,800,12000,2,2,Dhaka,Hazaribag
Apartment,1300,22000,3,3,Dhaka,Dhanmondi
Apartment,1500,25000,2,3,Chattogram,Panchlaish
Apartment,1500,22000,3,3,Chattogram,South Khulshi
Apartment,1200,20000,3,3,Dhaka,Mirpur
Apartment,1650,40000,3,3,Dhaka,Dhaka
Apartment,1000,18000,2,2,Chattogram,Khulshi
Apartment,2170,90000,3,4,Dhaka,Gulshan
Apartment,1200,20000,3,3,Dhaka,Section 12
Apartment,2100,55000,4,4,Dhaka,Adabor
Duplex,2800,55000,6,6,Dhaka,Bashundhara R-A
Apartment,2080,42000,3,4,Dhaka,Bashundhara R-A
Apartment,2800,130000,4,4,Dhaka,Gulshan
Apartment,1375,28000,3,3,Dhaka,Uttara
Apartment,750,15000,2,2,Dhaka,Mohammadpur
Apartment,850,13000,2,3,Dhaka,Mirpur
Apartment,1300,22000,3,3,Dhaka,Section 12
Apartment,1600,19050,3,3,Chattogram,Halishahar Housing Estate
Apartment,2700,85000,4,4,Dhaka,Dhaka
Apartment,2600,50000,3,4,Dhaka,Dhaka
Apartment,1250,28000,3,3,Dhaka,Hazaribag
Apartment,1200,25000,3,2,Dhaka,Maghbazar
Apartment,3200,160000,4,4,Dhaka,Baridhara
Apartment,1450,28000,3,3,Dhaka,Bashundhara R-A
Apartment,1100,15000,3,2,Dhaka,Mirpur
Apartment,500,10000,2,1,Dhaka,Mirpur
Apartment,1050,16000,3,2,Dhaka,Nobodoy Housing Society
Apartment,1780,90000,3,3,Dhaka,Gulshan
Apartment,725,16000,2,2,Dhaka,Pirerbag
Apartment,1280,22000,3,3,Dhaka,Mohammadpur
Apartment,1570,45000,4,3,Dhaka,Dhaka
Apartment,2200,100000,3,4,Dhaka,Gulshan
Apartment,700,11000,2,2,Dhaka,Dakshin Khan
Apartment,1600,27000,3,3,Dhaka,Mirpur
Apartment,950,18000,3,2,Dhaka,Ibrahimpur
Apartment,900,22000,2,2,Dhaka,Uttara
Apartment,1350,23000,3,3,Dhaka,Section 13
Apartment,1750,30000,3,3,Dhaka,Bashundhara R-A
Apartment,650,14000,2,2,Dhaka,Block A
Apartment,420,10000,1,1,Dhaka,Section 6
Apartment,2200,120000,3,3,Dhaka,Dhaka
Apartment,1200,22000,3,3,Dhaka,Kaderabad Housing Society
Apartment,1050,16000,3,2,Dhaka,Dhaka
Apartment,1650,16500,3,4,Dhaka,Chandrima Model Town
Apartment,2150,45000,3,3,Dhaka,Bashundhara R-A
Apartment,700,12500,2,2,Dhaka,Khilkhet
Apartment,2000,60000,3,3,Dhaka,Gulshan
Apartment,1750,70000,3,4,Dhaka,Dhaka
Apartment,1950,150000,3,3,Dhaka,Uttara
Apartment,1980,38000,3,3,Dhaka,Section 12
Apartment,1000,25000,3,2,Dhaka,Lalbagh
Apartment,2500,45000,3,4,Dhaka,Dhaka
Apartment,1050,17000,2,2,Dhaka,Ibrahimpur
Apartment,600,17500,2,2,Dhaka,Section 6
Apartment,1150,15000,3,3,Dhaka,Mohammadpur
Apartment,3120,135000,4,4,Dhaka,Dhaka
Apartment,3000,70000,5,5,Dhaka,Bashundhara R-A
Apartment,1250,19000,3,3,Dhaka,Mirpur
Apartment,2000,45000,4,4,Dhaka,Bashundhara R-A
Apartment,1375,21000,3,3,Dhaka,Mirpur
Apartment,950,12000,3,2,Dhaka,Cantonment
Apartment,1250,16000,2,2,Dhaka,Bashundhara R-A
Apartment,4200,190000,4,5,Dhaka,Gulshan
Apartment,650,10000,2,2,Dhaka,Section 11
Apartment,910,16000,3,2,Dhaka,Dhaka
Apartment,300,10000,1,1,Dhaka,Dakshin Khan
Apartment,1400,23000,3,3,Dhaka,Section 3
Apartment,650,11000,2,2,Dhaka,Block A
Apartment,1700,24000,3,3,Chattogram,Chattogram
Apartment,2300,85000,3,3,Dhaka,Gulshan
Apartment,1650,22000,4,4,Dhaka,Mohammadpur
Apartment,2000,65000,3,4,Dhaka,Gulshan
Apartment,3200,140000,4,5,Dhaka,Dhaka
Apartment,800,16000,2,2,Dhaka,Dhaka
Apartment,2200,35500,3,4,Chattogram,Khulshi
Apartment,650,6000,2,1,Chattogram,Bandar
Apartment,1200,20000,3,3,Dhaka,Adabor
Apartment,1300,12000,3,2,Dhaka,Dhaka
Apartment,994,18000,3,2,Dhaka,Dhaka
Apartment,2373,90000,3,3,Dhaka,Dhaka
Apartment,1750,65000,2,2,Dhaka,Dhaka
Apartment,850,60000,2,2,Dhaka,Mirpur DOHS
Apartment,2200,40000,4,4,Dhaka,Mirpur DOHS
Apartment,650,12000,2,2,Dhaka,Section 12
Apartment,1250,20000,3,3,Dhaka,Section 11
Apartment,600,11000,2,2,Dhaka,Dakshin Khan
Apartment,650,10000,2,2,Dhaka,Cantonment
Apartment,1200,20000,3,3,Dhaka,Dhaka
Apartment,650,13000,2,2,Dhaka,Block A
Apartment,900,18500,2,2,Dhaka,Uttara
Apartment,2000,30000,3,4,Dhaka,Bashundhara R-A
Apartment,3000,120000,4,4,Dhaka,Baridhara
Apartment,2200,45000,4,4,Dhaka,Mirpur DOHS
Apartment,1265,18000,3,3,Dhaka,Nobodoy Housing Society
Apartment,1050,14000,3,2,Dhaka,Mirpur
Apartment,1800,55000,3,4,Dhaka,Dhaka
Apartment,1000,14000,3,2,Dhaka,Mirpur
Apartment,1865,80000,3,3,Dhaka,Gulshan
Apartment,2225,45000,3,3,Dhaka,Bashundhara R-A
Apartment,1685,36000,3,4,Dhaka,Uttara
Apartment,500,9000,2,1,Dhaka,Section 11
Apartment,1880,70000,3,3,Dhaka,Dhaka
Apartment,1500,30000,3,3,Dhaka,Maghbazar
Apartment,1500,26000,3,3,Dhaka,Bashundhara R-A
Apartment,1400,30000,3,4,Dhaka,Uttara
Apartment,1800,18000,3,4,Dhaka,Chandrima Model Town
Apartment,1050,15000,3,3,Dhaka,Ahmed Nagar
Apartment,500,20000,1,1,Dhaka,Mohammadpur
Apartment,1600,26000,3,3,Dhaka,Block E
Apartment,1600,24000,3,3,Dhaka,Block E
Apartment,1350,40000,3,3,Dhaka,Mohammadpur
Apartment,1400,25000,3,3,Chattogram,Khulshi
Apartment,1600,22000,3,3,Dhaka,Mansurabad Housing Society
Apartment,1000,14000,3,2,Dhaka,Sutrapur
Apartment,1171,16000,3,2,Dhaka,Section 1
Apartment,1250,24000,3,3,Dhaka,Section 11
Apartment,1750,27000,3,3,Dhaka,Dhaka
Apartment,1500,22000,3,3,Dhaka,Adabor
Apartment,5400,500000,5,5,Dhaka,Gulshan
Apartment,1722,30000,3,3,Dhaka,Dhaka
Apartment,1750,30000,3,3,Dhaka,Dhaka
Apartment,1550,30000,3,3,Chattogram,Khulshi
Duplex,4465,400000,4,4,Dhaka,Gulshan
Apartment,1650,16500,3,3,Dhaka,Chandrima Model Town
Apartment,1420,30000,3,3,Dhaka,Section 5
Apartment,1500,25000,3,3,Chattogram,Khulshi
Apartment,1700,26000,3,3,Dhaka,Block E
Apartment,1200,23000,3,3,Dhaka,Adabor
Apartment,1680,50000,4,4,Dhaka,Bashundhara R-A
Apartment,2642,50000,3,4,Dhaka,Dhaka
Apartment,1350,20000,3,3,Dhaka,South Banasree Project
Building,21000,700000,7,8,Dhaka,Bashundhara R-A
Apartment,800,20000,2,2,Dhaka,Section 10
Apartment,1200,18000,3,3,Dhaka,Adabor
Apartment,500,11000,2,1,Dhaka,Section 10
Apartment,600,25000,2,2,Dhaka,Dhaka
